QC-1,QC-2,QC-3,QC-4,QC-5,QC-6,QC-7,QC-8
15279,26962,21096,12763,29963,23436,14257,33637
3364152,3345816,1499068,3599165,3273125,4145107,3541099,1968615
935638,852630,1053420,1006957,892095,847473,889087,1064054
5563694,1990348,8188798,3801838,1830443,2227110,3269692,4949775
4232367,4578154,4106007,3880003,3995936,4075963,3835112,3861710
504806,484109,460497,456669,482683,469112,478808,486463
1025342,1064618,937522,585927,789025,1038035,953307,788851
45143,45026,43246,41236,52272,37544,42337,43449
240881,338796,315805,314472,322429,332044,348440,338469
29545,22308,71343,69246,28131,33688,98764,77821
1348794,1467604,1489484,1476847,1442457,1610121,1329679,1391440
1639973,1522324,1318322,1549919,1412286,1439859,1448105,1566416
54796868,54748650,56517679,58928156,55980220,55402141,58128968,59817183
156116,127569,136199,128307,130687,146929,144379,132310
47306,163401,348399,50896,48952,64726,300956,46991
34471,46271,49448,39062,41579,24506,45274,37118
287899,306471,269443,270105,327485,306639,313702,246243
656918,545525,434558,495541,540633,599945,374809,528755
3832023,5148844,4462343,3955724,3429459,3822914,2191691,3653729
63924,56223,69341,52680,56171,56116,53385,57235
9030546,9560522,7828080,3695981,5788188,6640171,7560225,1247342
319569,286063,360614,274584,369577,341604,270304,334264
1301904,1381657,1483975,1508379,1452233,1461442,1278071,1520334
909324,1044519,1579265,1067967,1305398,1748582,743252,1148863
1475009,1442478,1493335,1451467,1487393,1475965,1543478,1485128
2426264,2329697,1876805,1787866,1738596,1684641,1797718,1446272
89406,91727,81877,83911,95388,93322,95584,73762
131041,134012,122083,85268,86548,111359,137575,83098
59807,64433,48692,82148,73727,90580,75480,58291
2857011,2979075,2872697,2800830,2725967,2642162,2771691,2848627
4342,4258,4357,4052,3936,4388,3803,4123
81780,72795,111686,123356,117872,77571,114503,105886
270994,142776,57164,76802,81216,53893,196189,88574
1874524,1380497,2419057,2826428,2219375,3122283,2481014,2119201
102735,89933,90146,123580,120505,104439,65423,103542
322396,303823,294138,322428,286682,265411,272196,319174
279447,314176,308699,307769,310003,311186,331511,213463
132574,148397,118687,123909,88334,128462,144878,131314
265823,168894,128027,297561,151237,103063,100191,99730
38090,41765,39140,40046,39411,40462,39635,38900
947790,144967,219265,152746,862757,129811,812549,118542
112549,119604,99594,114876,134134,103449,123209,86484
33223,28534,38338,31273,29757,36967,33782,27514
22824,75132,77702,61988,66656,58264,75347,38895
3191438,984062,3825356,1018182,673351,741276,729391,1242135
209447,213564,220472,217111,201921,211983,212259,147298
609205,962897,542715,634962,571955,413494,734201,563429
211520,204877,189341,186399,184750,183272,177387,181170
97544,85239,78891,79348,79060,79865,70218,72794
8619,7436,5287,8820,5483,5541,6928,3380
620520,622215,714773,674821,766028,705156,673746,765646
162705,154912,147287,130765,139696,162808,177798,125328
36248,35377,37189,36067,37107,41942,33853,34177
91827,89176,78455,78992,76055,77046,67245,76833
16059,15185,24891,14459,10125,14432,14988,9667
244007,210518,218085,209242,182547,158362,164972,137904
36857,36165,34040,34183,36479,37149,29459,39171
15241,11256,16263,17992,16529,17342,16844,13722
117588,116053,98640,171369,153446,131266,145037,163450
34236,35798,104292,23021,22977,21227,22136,24129
977948,1053567,985896,1038516,1060512,1059947,926993,922314
367957,237611,388698,364133,534387,507127,570936,425510
700000,726145,621196,631536,613678,693215,592839,508268
188600,183858,180746,195425,177587,179373,162539,151804
2568216,2256513,2618635,2281989,2013228,1783893,1918772,1950109
314025,409422,550736,533116,410864,522015,371896,391041
21350815,22514225,22231533,22489731,22545167,23081394,23328365,22647521
259822,261774,228280,298650,235183,257759,269792,179186
3662962,3823512,3613216,3686964,3583725,3480511,3786346,3530061
2890397,3058683,3494214,3221040,2814981,3146820,3249839,3295595
291528,306966,319096,272387,266599,256895,281133,281971
572920,452661,39353,119756,103058,37151,44911,55227
63297,69626,310823,59030,60666,211319,86245,286878
23814,17469,21578,25416,20147,24063,24381,25799
514427,404947,487393,365113,431004,413636,380256,369821
509088,565929,477010,364701,309438,534983,330759,352009
569611,489474,580798,766691,597128,640672,526128,654801
31053321,25845625,32322072,26175886,27309058,29106815,27424113,29166493
1990364,1941386,1837934,1843195,1838631,1905539,1893201,1892881
165105,166707,160349,184744,178742,164235,197054,168048
109236,124797,107713,111402,117512,103892,103279,110671
418635,458228,466112,445473,470181,381142,487588,451733
27932,27818,27035,26624,25339,29440,36975,27688
25311,24899,25762,27885,24029,15977,21367,17429
21202,23347,19719,16605,15436,19277,20668,15241
3126845,3602518,3487853,3397495,3284776,3311995,3150079,3306608
664269,536762,644155,603448,573265,582823,589979,510404
33113844,31878049,34015106,35595956,34788713,34517028,34579005,35834774
1247161,796491,595553,635419,426089,465541,586967,1039633
46907020,49913408,48374068,48668389,48887708,48700195,48442211,48273772
45522,45541,39010,42585,44153,34033,39423,35538
75051,62777,60043,57758,72900,64897,65233,51168
1990364,1941386,1837934,1843195,1838631,1905539,1893201,1892881
126382,110954,118586,96063,92330,98670,146248,100366
47298,42223,46403,20643,20069,47785,48516,33307
1591837,1945636,1814185,1885278,1795110,2095987,1582259,1901011
526137,532996,508193,499731,551532,501062,541776,487159
2294066,2504283,2457976,2913966,3106901,3155086,2973484,2344510
375936,376651,382218,380179,433654,415122,408282,440201
3506501,3852566,2987635,3233511,3114295,3005797,2962608,2729617
39528283,34756136,38328764,37283688,33437002,32464857,32621419,32026677
4259423,5555541,5833936,5500587,4963679,5522471,5198184,4989350
8916883,9672217,9802474,9627034,9353314,9214558,9021589,9662874
52007,40750,32979,28079,33441,36710,34992,30685
829029,972700,895902,970842,1063542,930163,1061462,892418
315205,339798,332527,250131,176268,313693,299479,343313
72118,60355,95758,88921,61798,96934,70577,85058
110112,106073,109259,98561,100988,94424,86799,104029
388454,351803,464269,360695,384833,382603,410156,360698
3410502,2359388,2097319,1757974,1875434,1838913,1928426,1538252
80177,73599,67600,81698,81478,61508,72451,74702
53512,46319,47764,47022,40470,43477,49435,45935
1193456,1092390,1112814,1187701,1199045,1173101,1212032,1128100
4694766,4779082,4871285,4736260,4656586,4566560,4811772,4698024
762121,834447,661949,668349,688217,756686,690180,556282
376733,357836,342409,338251,354927,319910,317973,320273
1276742,1247515,1222406,1232301,1140529,1226415,1122686,1252624
2202895,2260542,2356890,2469182,2515580,2518491,2630539,2750617
10995232,1386103,10818280,10309110,6935131,3754316,3643307,3211694
266806,388223,390883,328581,331668,395773,356394,395365
533813,607922,595492,562052,487043,521596,549158,535369
301478,330602,287626,313161,211672,158606,211871,187527
536499,476002,711161,295080,412003,507713,503574,793674
218543,228336,186199,179881,194574,210170,176003,190168
211905,218496,261613,187849,172764,197995,146954,201926
84497,89505,51255,96010,91560,59160,46230,78847
52773,45389,38455,50899,43241,42815,44572,48600
236739,972588,260064,199820,267290,189989,203953,285346
48630,58948,48423,31003,26354,41586,60730,64065
167412,179104,180499,195011,194417,185579,196322,171505
1395008,1211849,1286610,1510422,1268503,1453198,1350649,1192570
40700,49021,52773,97581,58757,82378,54877,51195
91286,111640,90042,94052,101845,112869,100293,101508
281079,288274,324698,242549,257086,289591,349875,343945
32172,35941,32161,28067,29061,34436,32112,31018
17867,14990,16177,21888,22107,17974,32031,12559
130622,145052,124247,123138,129095,118038,97505,126497
44799,47236,59464,37171,46986,44584,38129,31700
201105,216633,231087,224512,230342,201816,249778,227397
2834902,3024567,3029163,3126050,3175075,2976008,3044330,3202780
131219,156209,132215,149319,129773,131783,130586,131734
3664430,3522906,3360861,3454608,3159782,2998789,2292805,2976698
28076,31911,23331,31225,32074,27538,30410,26522
44812,49912,47348,49950,48132,47045,49630,44126
24647,30522,30775,39033,43608,40987,33015,33673
41637,49279,43906,35832,32240,38645,40990,39034
21455276,16350266,17341915,15465608,9222603,7137358,7497418,8610960
229692,234438,282217,287289,308336,259895,275690,250771
5192581,5203752,5161447,5476075,5363606,5245093,5019444,5296022
332635,285539,274385,303185,286450,286238,275431,297367
183271,187481,167666,156976,175221,156051,169952,153183
32660,32397,30863,28150,41538,31296,34643,28179
105965,123695,97916,92609,143075,129693,100134,102094
265766,307752,367988,410889,428278,414817,426418,395669
2612573,2146409,1919416,1595343,1774988,1658068,1701531,1577506
76615,72617,52987,78907,100623,74324,78066,57233
20268,18172,21573,25208,27627,33850,26899,16681
1229745,1743988,1759671,1418021,1546376,1268506,1279357,1583189
37859,36523,41829,40903,30784,34300,35768,31230
5067395,4883918,5179804,4881157,5021948,5151597,5045452,5156654
43562,47165,38298,39817,43023,40692,38734,35333
2163248,2069233,2113779,2184115,2102727,2157108,2186795,2137851
123261,128165,133852,125817,163292,120689,153309,122235
23361,21995,20997,20820,20310,19452,21509,20594
63497,76893,73951,87858,73466,82464,80597,86413
3209186,3297038,2855245,3368683,2995686,3464531,3219398,3520165
78028,100342,135344,125544,117770,83058,105116,132029
2582799,2479714,2652753,2520759,2513585,2443883,2564459,2454978
340643,365714,358441,275645,360332,319390,343087,354802
1586089,1714893,1722178,1652474,1585643,1812169,1613145,1609966
250583,258175,307932,239985,496817,289240,261855,348681
114538,70988,103492,24311,34151,43656,33896,25783
131269,105014,111808,115000,115608,109439,103131,113453
93774,49131,88316,87359,92754,87983,94380,84894
32679,44502,33496,33122,33726,34760,34197,37067
15246,13221,13018,10726,11433,11119,9914,11738
88533,84034,90855,78310,111926,111815,120685,108807
1444943,1370316,1288175,1264851,1173702,1225676,1316792,1292666
620810,677188,625122,347040,375080,500827,608311,520584
19643,21501,20100,20708,18776,19725,17863,17370
20378,22696,18306,21338,22662,15591,20506,17482
323277,637329,704462,800593,927557,896716,872645,977092
184432,191368,180223,189305,177062,203160,186283,140722
259534,288076,246663,247909,249881,246221,329581,310177
28868,25615,24686,33536,20832,19113,24920,21980
217636,262925,246277,238736,279103,263262,305421,275167
64114,55442,40501,29061,29855,28500,29228,31207
684361,669575,715347,641026,656625,806906,690766,691744
45274,41345,43661,36319,44125,47514,43561,41462
229242,243726,183636,341478,188739,254914,227625,237987
344537,360025,380505,404930,403124,378394,441509,366847
375117,449556,407698,361381,423100,332755,381915,500914
44598,46417,47723,18280,20035,33768,31637,21413
42134,38697,39682,34624,35525,55590,67100,35482
8343,5320,5293,7608,5152,7907,7654,5363
42124,58031,36337,38294,47122,110667,36740,36078
409703,25416261,1660341,17268421,35735638,21096754,20669040,20428278
9192321,9157160,9638184,9411481,9473572,10028745,9458203,9727503
358597,332848,339215,365014,328453,318586,347592,344781
231140,181806,216521,210255,231270,270008,226497,171083
44337,39199,45015,57905,31938,14650,19112,9492
211905,218496,261613,187849,172764,197995,146954,201926
37697,36374,37969,47367,35657,38097,32802,39856
1018644,1045652,1178938,1416475,1264768,1349691,1256068,1270745
36915,93151,57754,64814,30124,36544,52141,69664
37331,45842,53493,71465,78682,72844,75935,68640
524753,552502,534434,571223,536995,606667,1223545,725065
5986,6623,5849,5501,5815,6021,6071,5843
14471,12063,9217,13799,10247,8552,10941,11374
195678,174512,176687,165889,173925,195626,176193,183823
212822,223878,224203,239394,250350,161921,229201,229589
64591,61453,62694,63936,63099,61819,71075,72201
1075549,638157,1163581,1514362,1474256,780960,1505843,1405780
74137,85245,83379,78379,87773,91930,92174,77153
62672,39137,29228,34574,38818,17619,42439,30867
92321,582640,34624,1094254,35156,974974,33269,1002063
25363,28854,30974,28247,31608,24718,23715,23127
350607,351827,309780,348796,335935,359487,327234,290159
152102,145939,130508,152951,138838,142744,160415,147859
88802,90238,89486,96377,77079,75915,96415,60739
33069,43065,51858,44710,39294,22175,27589,29189
35493,40904,48066,51404,45026,32507,39678,35540
411411,570908,498877,263330,435216,406725,525203,373222
173883,174157,183496,221990,192194,194706,235771,179639
712891,709631,633909,637413,640983,681550,689298,700066
380663,383957,342720,309529,327153,318406,331872,323580
65308,64869,60586,66335,73787,78601,36446,46805
62574,63235,55759,35375,57000,27923,59401,28734
139168,134229,117079,126702,121951,137828,127173,118210
75156,33026,35672,35743,44347,36184,31685,30359
29465,25340,24757,23066,32333,30896,29198,22859
2484855,2568637,2647365,2597550,2517277,2414422,2165214,2700496
52263,43799,39522,43688,47807,40776,50883,47279
710724,673152,788036,731592,813043,733374,800701,734293
40743,54425,41187,37337,39613,42470,43867,42983
412782,446653,466224,386049,413400,462201,482585,428397
170243,200037,215305,167123,106562,206792,245902,119842
326912,338862,252004,331053,267837,325106,302381,211167
50804,40355,36838,39863,39695,37743,36918,48568
385111,380322,276479,358300,373425,371489,359572,272585
290172,289516,278241,273633,279006,280070,272581,332660
27097,24600,19862,28935,29930,19318,28172,24134
5827,7302,7360,7661,6556,7244,6039,5988
36715,96320,50245,36781,37961,35422,38833,63076
57567,60395,56723,60413,56465,58554,62781,61187
224300,262469,231889,310700,222426,292665,320586,305897
2045103,1465437,1030686,921374,968827,846999,884349,768835
12437,11092,8961,11325,10097,9001,8545,6683
9438,11069,8732,10092,10453,7873,11941,8394
63391,78005,111149,59337,51030,86168,79805,83137
269252,168995,121166,94890,110836,90462,121152,138856
718740,725204,803383,850022,544132,314271,328681,324089
502693,305417,386271,463462,338194,417301,350292,315898
28284,26589,24218,23525,26557,25821,20385,16854
18844,9529,20845,17849,16567,19550,10997,11740
23664,25499,21267,22533,20956,33050,28238,26559
40166,40273,49620,41021,41461,43481,41924,41196
160458,51555,40350,45198,40438,42021,43725,46981
69285,68756,65274,72608,76864,69950,72198,61606
88864,109952,110557,110850,112472,115435,112254,134916
153011,184151,132697,133788,164588,132950,137797,134600
4556781,4579944,4610505,4652693,4638776,4548671,4569287,4713054
170668,179635,160927,163324,171150,197191,167394,199467
4713,3539,10305,9180,9774,8869,11109,9575
10395,9959,9882,8569,8574,9303,7902,10106
593312,576612,558776,536139,591574,564382,426680,543609
185527,158709,124192,186333,204496,176506,192150,163468
4302182,3428621,2821327,2265860,1733373,1460096,1222215,1314179
355675,315833,354435,272013,384913,325760,335692,288914
14565,16943,18299,19803,21709,16128,17606,18376
52001,54849,49084,48793,44879,49668,46718,49408
352705,320934,310828,286768,282416,286201,296453,294743
67496,34356,35017,44124,50843,103335,34744,46207
148215,148474,125967,128109,128564,121016,132647,113262
12339424,16180556,18355835,14142832,14470857,12367763,14741145,15520857
59109,68898,65421,82155,92593,64321,94392,84966
100821,142983,127897,139516,162747,123805,157469,183342
47070,66954,44822,45984,43780,45938,47535,45345
426395,401577,374246,356830,321668,263533,272474,348805
65255,63588,57411,60998,62441,61651,62039,63756
24094,75235,29364,66054,73903,42508,46070,60404
668954,2330993,2024974,1534150,1730323,399936,2182443,1832767
114344,114196,114955,143686,136974,128624,113604,112530
2267846,2299872,2312352,2148827,1934710,2060662,1914621,1944823
3036,3327,2426,2900,3639,3142,3737,2550
17692754,18203334,8589831,8176739,13569821,6720845,6830350,5374185
10117,14892,8964,12760,9951,6386,13550,13149
111900,126805,150905,157566,108931,115102,135354,132615
1866790,1913767,1844701,2050762,1858153,2066981,1778060,1337684
22463259,20735011,20355675,19480050,18134354,17344231,17543434,18099505
218764,192307,151278,148481,129826,137291,127416,138311
6581085,7880752,7221398,5309058,5135043,5339038,4037948,5407874
1081608,944825,740551,637979,662115,684019,689422,559456
9495553,9502798,9000968,9727919,9464216,9181063,10015616,5936421
56607,36569,81864,55999,44963,43483,43985,59580
3549282,3295220,3472646,3352747,3346456,3511714,3470352,3358758
231064,218931,229804,228886,251099,220698,261917,167165
187691,230633,237744,204849,281550,286708,294191,179824
1933149,2195339,1176363,1884401,1950668,1879965,2103108,1962377
7625,7309,1729,3669,3074,1693,3230,2445
523823,535562,478347,623915,591344,386103,417752,529105
4950222,4969168,4716378,5281869,4797088,4948473,5343357,5349071
251499,285744,341793,444313,226522,318759,323991,202326
61870,55865,40413,40428,41374,43194,42390,36107
154922,111613,52206,166012,56631,148958,55325,165920
22571,21842,23598,22275,23199,15823,22816,19684
388454,351803,464269,360695,384833,382603,410156,360698
304058,284477,223958,306672,347138,79899,315302,52183
558099,522419,489490,490835,483337,499755,501554,489989
105947,112906,86664,94003,102179,114156,96452,61773
10808,14341,27265,20757,32733,12967,22104,19758
329439,367679,372535,433920,487677,459389,509459,394875
2732524,2808767,2793909,2992456,3197541,2920291,3213225,2618940
313670,324613,317826,306265,335222,315155,322244,317389
1794150,1667740,1727828,1735095,1757116,1688193,1761112,1704672
29462,27115,25323,28221,30128,26300,30327,20543
125680,138522,99965,64852,56454,60249,58472,61928
235385,260496,289818,346529,358571,269421,331942,249179
219165,173855,225804,229680,219341,208898,209702,257282
54062,46279,47316,47838,47777,46391,45467,42608
11931052,12001726,12180146,11916831,10361519,10473586,10034386,11567952
148754,140020,164624,353140,170992,139227,1007968,159826
114929,102566,98435,88248,95682,97504,97935,95872
191630,298684,233352,295479,256280,304162,177596,311719
30774,36123,29466,37679,28223,30228,29032,27284
84207,81467,78141,76692,76674,78233,81387,88289
28117,21312,25294,25386,23757,26159,21983,28833
195628,464223,214261,238151,484510,352920,322663,341635
4801353,4716829,4990765,4897981,5082753,5095483,4672552,4870577
15836951,13423500,13485886,17954482,10796528,7032783,6185529,6974145
118362,119152,133564,121827,135527,130666,130694,122161
47641,44566,43376,42878,44741,37762,44079,51305
276158,255536,244762,261814,251957,255513,272314,257492
405975,185348,88016,358206,200960,244359,160018,182128
6260583,6561835,6247329,6038469,5926150,5758313,6162920,5980984
9023,7693,5235,10283,10928,12649,13319,8378
8581,7010,9030,9297,10177,8542,12083,5751
69802,59019,61564,53515,57991,54946,61010,63776
630626,601679,623721,595329,623345,618284,593950,624819
76411,75698,72914,70776,75920,74729,75340,67613
5643200,5126011,5158052,5022567,4669869,4755946,4663382,4431897
5065662,5346791,5196557,5198826,5517408,5125087,5017926,4843311
806871,712017,748029,782208,781205,795494,730268,830062
94270,91321,101879,93391,89020,84814,101448,85470
58454,75773,38217,40607,69802,42544,47278,60122
192543,192351,194261,179281,170623,175882,192413,174002
100222,849832,72754,870985,905960,47633,823408,98840
1578374,1547148,1685870,1842223,1725401,1554298,1624953,1605783
30341,27442,28047,28377,26814,26468,29651,29585
358663,418235,330502,323418,335251,319487,342573,339920
2563416,2742909,3078999,3082767,3029213,2863402,2924303,2668075
582888,609313,596287,582646,698830,624665,742898,628989
30625,26563,28646,28692,24285,26723,27042,29777
977841,908456,1091550,905982,552541,1072877,769020,950586
660560,585297,636669,565012,595201,636561,630096,551365
846634,871754,960452,821698,889189,905316,908625,858228
400134,410777,432549,427030,466099,404616,471949,438451
77610,83931,77770,89190,91380,83490,92399,76495
6368,5201,4421,6365,6356,5658,4269,5633
83107,71333,64782,54557,58963,68452,64691,66293
20173595,19991513,20210126,19971062,18772840,20508466,19559368,18542767
5878456,6334782,6046933,5975931,6052818,5870116,5924059,5788559
234474,291052,232730,210281,247015,213312,234088,256267
917404,776959,571287,804707,712540,659894,623409,610304
200853,194930,242088,144188,174957,178867,174833,181915
2999820,2994435,3008980,2910609,2886728,3155153,3102486,3108092
80005,81284,85241,81728,92041,89131,90249,100123
1104371,1107976,1342846,1091070,1174705,1356815,1138678,1199042
151401,195708,164636,200433,208234,203268,190685,178528
622513,580298,518772,533306,511858,527707,558180,498106
25347049,26718886,28335296,28051037,27968019,27429095,28159039,27672285
213437,261952,294369,261348,308171,255765,327223,293173
461038,567025,424373,458296,352874,331070,149628,388074
73967,43224,345336,426233,342182,297402,360222,287207
239382,299771,319641,325319,316986,331314,313133,394978
805209,743466,723009,801532,721170,775582,759515,743586
59411,59429,56479,56346,57263,58011,58255,57786
37630,37411,41376,39032,36392,36550,36103,39533
379532,367364,484520,372374,378862,343396,379933,396145
4805088,5306935,5200848,5203920,5698500,5343338,4903572,5202847
1072093,1011296,981657,934941,956343,999203,974233,977107
240772,252743,240315,292500,278851,241427,265725,160526
589342,547468,543675,565248,553579,429447,688341,482518
31916,27235,13452,19043,39882,30681,30756,13993
5455074,7259255,5909182,7289957,6642037,7370477,6217534,6657220
46065,69884,52431,44221,50324,78404,51114,35463
793775,482783,455989,594245,714931,656258,1507316,939031
17983669,26222067,17107033,9272710,141547773,164572750,164211621,109333294
96976,89477,93863,96603,99087,101348,100135,77001
226880,260731,306894,320794,347888,393852,226251,335556
28315319,30220189,32483840,32477674,33215760,33354639,33462144,32935954
15808198,2910554,2809286,14383775,2671622,2384724,14024386,2165170
140468,114315,109147,139835,80390,129231,118763,139267
16653,20160,20433,19962,19166,21367,18921,20769
65894,65634,65283,55533,65601,69577,61119,64452
123957,89683,75842,64106,66027,42779,58815,60146
172735,252135,92960,137579,123594,72230,77941,75124
23391,22961,23220,23291,24468,22601,32372,24113
51337,42463,39645,48075,52911,54034,49269,42310
184311,224821,255878,180705,220072,109899,218633,231341
175233,212662,179896,150800,60585,127841,98708,164666
239598,202150,138577,165875,113161,102768,89834,119419
1246058,1143287,1117196,1052879,964267,1017723,929894,1001162
5361,5213,5252,5492,4887,5296,5211,5544
18672,6562,6139,8781,10393,6308,6873,4033
51670,64996,50609,34306,31242,25297,35163,51923
41882,40379,41616,350762,209075,293287,154800,293866
32008,32469,32800,30262,31547,31695,30757,28704
42415,44321,73988,44840,40566,40045,42343,52129
324664,434558,370907,384787,511978,425109,428713,396013
368346,358038,384482,395968,298271,366697,313732,388829
26459,30456,22707,23723,24069,26926,25092,15815
6044,5613,5776,5793,5719,6338,5637,6435
1177167,1125721,642906,1090531,1114480,1167203,1089981,989849
1493355,1480484,1352154,1312575,1206422,1219710,1151398,1109599
310405,154739,148825,287432,224165,217048,182945,244781
7986,7321,4476,4282,4300,6999,4519,5842
125338,146616,146146,154767,125078,117897,155802,138073
25572,25227,28785,21031,28409,31418,31614,32284
1054723,1093592,1109384,1074834,1193103,551912,1214725,1095419
28205,24962,22611,22803,32434,26455,23997,23077
100319,82494,58414,52871,45088,62887,51066,48490
999592,859552,628553,1247213,520043,1272830,369924,1136609
435122,205827,660011,609771,312992,183802,146653,400511
2439390,2555762,2434624,2268852,2350696,2285093,2231028,2163401
841360,641218,663902,753623,633760,445066,720940,528718
126960,116776,114431,112505,109698,106903,108493,124181
235673,216935,188331,208043,204341,191674,231015,219914
371995,260921,274251,323369,313709,312075,328408,339593
163392,219764,164900,136409,143148,126247,186099,125973
233242,231079,230384,217809,219838,228409,232572,233503
859716,940513,886187,695733,636190,692310,599595,639681
703015,726008,650178,647250,694999,686882,572102,788156
1124250,1223043,1158747,1047575,1048499,954932,934024,1026144
16982,7286,28936,21764,27665,44796,39081,44973
162897,151178,209039,152819,164936,138397,166293,170551
10479,11710,8688,1805,9652,9962,9619,9929
11366,9107,8492,8396,10732,8395,8957,9116
166107,115630,142538,135834,78975,58344,59519,56980
3758463,3486572,3612052,3775202,3466151,3727948,3406553,3591592
10490,9872,10137,9827,10522,9245,11011,11232
196583,205627,286360,236860,357005,259425,266257,245639
8415,6470,8866,5804,8156,5912,9993,9219
4062484,3989989,4287877,4066650,4059153,4129784,4069424,4192018
679082,627827,578710,559293,529991,532307,525366,532638
601522,547286,621841,569922,590311,582192,533100,603515
336019,322794,509626,426952,449373,490334,554516,466848
27788,33068,24722,29180,31663,27542,30822,29623
7533,5382,11354,12454,5231,9512,10770,6948
627335,807253,822503,655932,651947,733400,791774,672123
1569762,1756453,1596780,1754333,475822,709601,1541226,1643634
237544,182789,176754,150938,170048,117217,153227,164622
7702,9398,9296,6168,6634,7740,9813,6074
976739,1199826,756303,757785,736786,771988,700119,739407
119087,123746,134984,143480,148216,135607,145877,145824
24551,27910,23685,27627,27563,25464,26324,28068
952480,990307,989155,908227,1025785,1137573,1115768,946206
39934,29396,28933,29022,32027,43848,40338,31229
764569,710761,677499,747880,703949,776764,702425,661499
166013,137147,81715,100827,98385,68585,97391,65795
65444,67443,64598,59868,73225,63400,70037,55622
886140,1003329,637824,624476,633109,517690,490643,598050
50886,16159,15100,33323,41357,34345,58828,40773
7272,9212,10524,10992,10554,10154,12779,12317
14960,7233,10670,17200,20343,19312,21296,19609
575408,589294,498025,439552,446958,417376,150289,128721
110432,75018,48405,80842,77015,91260,84981,102158
1475605,1516799,1679272,1462936,1459387,1397560,1422261,1439384
16452,16368,14833,16196,14970,14693,16968,14030
52656,45075,46084,46593,46534,45184,44284,41499
356422,332848,339215,359821,328453,318586,347592,348026
92079,79289,97374,86186,40357,51710,24647,46217
1393664,1255196,1378172,1368338,1203049,1138028,1120474,1124402
67228,46151,50628,51406,50803,71258,48259,46865
1282110,1229997,1199650,1249877,1169203,1225088,1129996,1102376
216607,187835,212758,208287,225565,169147,156357,185824
898657,946108,871165,905354,821344,876678,905907,833978
36964,47090,55447,37251,35646,38355,36476,46881
1050939,1111733,1273422,1661818,1690818,1525481,1821546,1464944
216820,200625,200632,165238,191220,216251,192883,194022
19105,19760,24039,25907,19404,13952,20559,17298
139050,125964,130371,126807,127068,121087,143076,118088
62609,72912,4591,94843,93148,81755,104627,91920
1057187,323605,321850,1527661,8292021,4830306,5206514,4750219
37323,80483,50842,34435,38326,35713,32995,44480
55217,40560,50276,51721,56754,52361,44657,49926
1676221,1770621,1653158,1648369,1514233,1560037,1548141,1606216
33562889,35179550,32853773,33889121,34471093,34859802,34476305,33274826
1282464,1477857,1545117,1508842,1654835,1740280,1635200,1526909
43008,28904,37879,38298,19490,42608,39595,42329
311285,311029,303291,306076,308829,303976,315279,324342
747754,689655,723378,696136,687195,706704,711895,661173
93386,134100,110163,108049,70481,116329,123966,78779
170844,179420,271639,174896,122745,246209,260389,2020565
896778,923692,983552,876523,923105,814073,773159,876206
2953602,2916669,2291487,2301623,2339436,2629152,2339127,1919830
22916,25356,25474,24098,25021,29082,24750,22557
72046,80043,60396,63484,52889,78956,58573,66283
198057,151579,243942,228669,235135,211834,23742,191001
33056,36020,35972,34154,36174,37866,37687,35404
136037,118095,130336,119334,125399,122401,119583,123718
32589,38139,28333,21339,29762,27834,27633,63140
1299156,1442827,1393283,1385425,1401978,1495467,1406054,1454500
190788,172771,174388,171168,181043,187613,186542,157919
1787126,1751474,1685469,1637439,1610843,1416093,1510211,1643041
4049814,3530691,2962405,2750969,2929730,2613282,2758155,2279164
1195907,1212846,1203157,1263410,1214031,1197787,1232477,1243011
684714,692171,665835,539958,607212,650769,577473,589044
4002615,4181115,4172474,4332697,4518352,4216759,4176738,4432278
49866,56459,51114,51841,57321,66758,54786,44273
148463,133556,132878,157406,134557,143889,140571,142117
4187391,4363062,4388884,4152535,4096055,4017021,4102414,4038496
86005,83565,93748,82013,77873,90479,76779,96247
63535,134158,148226,606246,441734,434165,563588,878271
25930809,24933547,23664348,20448489,23040869,20277186,19244198,21123579
556826,573475,505824,504710,524624,542083,523118,521869
18186,22533,13815,18289,20324,18558,17735,18614
79096,80178,73625,74093,72614,69755,78228,67833
64025,63731,63241,56460,59984,60844,54304,55196
2084300,1902881,1906154,1407004,1673298,1596145,1545081,1520449
14998,13017,16299,15890,15424,13183,15474,15037
17838550,18195289,18487267,17956973,17939719,17952294,17502940,18718757
45138,40923,44178,40531,42953,47828,48200,46303
122459,128151,119116,114003,111157,115837,108772,115596
620576,583817,706862,678068,758854,684651,668079,743953
162897,151178,209039,152819,164936,138397,166293,170551
49918,83027,12029,9299,65754,66613,15132,12610
2420543,3304905,2883809,2879831,3097627,3066091,3451477,3041922
477452,598661,682297,593928,555961,424272,289785,285895
590696,664542,641419,695673,690712,513134,613336,636846
40175,38275,56407,42327,48891,14846,47034,59189
10501752,10208894,9182121,10212131,9171880,8608088,8570575,7925126
8106079,8702315,6851274,7206991,7739631,6945850,7518489,5480678
18273825,19908714,18242823,16188698,9333067,8912724,14494006,14822054
350610,259096,385435,207935,245749,406446,636769,411941
294927,667773,253044,422276,590244,332085,367107,612492
4765120,532313,491361,518559,519666,969315,15973014,13433727
3734753,37154546,2289566,391999,442241,432067,444653,3631781
5588101,7849339,4427087,269405,8933515,12722106,12539111,7143786
8220,5639,4071,3668,9997,6181,3717,6829
